name,URI,synonym,comment,superclass,asserts
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/GO_0050776
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001020
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/GO_0002228
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001002
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001289
group 2 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001069,ILC2,,http://purl.obolibrary.org/obo/CL_0001065,
group 2 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001069,ILC2,,,http://purl.obolibrary.org/obo/GO_0032634
group 2 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001069,ILC2,,,http://purl.obolibrary.org/obo/GO_0032634
group 3 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001071,ILC3,,http://purl.obolibrary.org/obo/CL_0001065,
group 3 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001071,ILC3,,,http://purl.obolibrary.org/obo/PR_000003455
group 3 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001071,ILC3,,,http://purl.obolibrary.org/obo/PR_000003455
mononuclear cell of bone marrow,http://purl.obolibrary.org/obo/CL_0010004,bone marrow mononuclear cell,,http://purl.obolibrary.org/obo/CL_1001610,
mononuclear cell of bone marrow,http://purl.obolibrary.org/obo/CL_0010004,bone marrow mononuclear cell,,http://purl.obolibrary.org/obo/CL_0000842,
mononuclear cell of bone marrow,http://purl.obolibrary.org/obo/CL_0010004,bone marrow mononuclear cell,,,http://purl.obolibrary.org/obo/UBERON_0002371
islet of Langerhans,http://purl.obolibrary.org/obo/UBERON_0000006,pancreatic insula,,http://purl.obolibrary.org/obo/UBERON_0034922,
islet of Langerhans,http://purl.obolibrary.org/obo/UBERON_0000006,pancreatic insula,,http://purl.obolibrary.org/obo/UBERON_0004119,
islet of Langerhans,http://purl.obolibrary.org/obo/UBERON_0000006,pancreatic insula,,,http://purl.obolibrary.org/obo/UBERON_0000016
islet of Langerhans,http://purl.obolibrary.org/obo/UBERON_0000006,pancreatic insula,,,http://purl.obolibrary.org/obo/UBERON_0000016
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,http://purl.obolibrary.org/obo/CL_0000763,
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,http://purl.obolibrary.org/obo/CL_0002031,
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001004
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002981
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002001
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001002
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001013
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001968
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001013
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001839
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001004
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001289
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002981
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001968
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001889
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001024
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001020
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001012
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002978
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001020
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001024
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/GO_0042613
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001002
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001889
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001012
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002978
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001839
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/CL_0001029
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001289
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001083
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001083
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001084
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000001084
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/GO_0042613
pre-conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002010,,,,http://purl.obolibrary.org/obo/PR_000002001
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,http://purl.obolibrary.org/obo/CL_0000145,
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,http://purl.obolibrary.org/obo/CL_0000842,
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0042613
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0001816
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0002504
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001002
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001003
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001020
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001024
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001289
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0019882
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0045580
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001289
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001024
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001020
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PATO_0001407
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0042613
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001002
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/PR_000001003
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0045580
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,,,,http://purl.obolibrary.org/obo/GO_0001816
embryonic cell,http://purl.obolibrary.org/obo/CL_0002321,,,http://purl.obolibrary.org/obo/CL_0000548,
epiblast cell,http://purl.obolibrary.org/obo/CL_0000352,,,http://purl.obolibrary.org/obo/CL_0000052,
retinal cell,http://purl.obolibrary.org/obo/CL_0009004,,,http://purl.obolibrary.org/obo/CL_0002319,
retinal cell,http://purl.obolibrary.org/obo/CL_0009004,,,,http://purl.obolibrary.org/obo/UBERON_0005388
retinal cell,http://purl.obolibrary.org/obo/CL_0009004,,,,http://purl.obolibrary.org/obo/UBERON_0005388
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",http://purl.obolibrary.org/obo/CL_0000624,
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",http://purl.obolibrary.org/obo/CL_0000898,
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001015
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/CL_0002436
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001380
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001318
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001380
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001869
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001203
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T-cell","These cells have not been exposed to antigen following thymic T-cell selection; found in blood and secondary lymphoid organs. This cell type is compatible with the HIPC Lyoplate markers for 'naive CD4+ T cell', but includes additional markers known to be expressed on naive CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001307
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",http://purl.obolibrary.org/obo/CL_0001204,
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001015
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001203
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001203
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001015
"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905,"effector CD4-positive, alpha-beta memory T cell","This cell type is compatible with the HIPC Lyoplate markers for 'effector memory CD4+ T cell', but includes additional markers known to be expressed on effector memory CD4+ T cells.",,http://purl.obolibrary.org/obo/PR_000001380
blood cell,http://purl.obolibrary.org/obo/CL_0000081,,,http://purl.obolibrary.org/obo/CL_0000988,
blood cell,http://purl.obolibrary.org/obo/CL_0000081,,,,http://purl.obolibrary.org/obo/GO_0008015
blood cell,http://purl.obolibrary.org/obo/CL_0000081,,,,http://purl.obolibrary.org/obo/GO_0008015
medullary thymic epithelial cells,http://purl.obolibrary.org/obo/CL_0002295,large medullary thymic epithelial cells,,http://purl.obolibrary.org/obo/CL_0002365,
mesenchymal stem cell of adipose,http://purl.obolibrary.org/obo/CL_0002570,,,http://purl.obolibrary.org/obo/CL_0000134,
mesenchymal stem cell of adipose,http://purl.obolibrary.org/obo/CL_0002570,,,,http://purl.obolibrary.org/obo/UBERON_0001013
mesenchymal stem cell of adipose,http://purl.obolibrary.org/obo/CL_0002570,,,,http://purl.obolibrary.org/obo/UBERON_0001013
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T lymphocyte",,http://purl.obolibrary.org/obo/CL_0000791,
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T lymphocyte",,,http://purl.obolibrary.org/obo/PR_000025402
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T lymphocyte",,,http://purl.obolibrary.org/obo/PR_000001004
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T lymphocyte",,,http://purl.obolibrary.org/obo/PR_000025402
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T lymphocyte",,,http://purl.obolibrary.org/obo/PR_000001004
retinal cone cell,http://purl.obolibrary.org/obo/CL_0000573,,,http://purl.obolibrary.org/obo/CL_0010009,
retinal cone cell,http://purl.obolibrary.org/obo/CL_0000573,,,,http://purl.obolibrary.org/obo/CL_0002672
retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740,gangliocyte,,http://purl.obolibrary.org/obo/CL_0000117,
retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740,gangliocyte,,http://purl.obolibrary.org/obo/CL_0009004,
retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740,gangliocyte,,,http://purl.obolibrary.org/obo/UBERON_0000966
endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,endotheliocyte,"From FMA: 9.07.2001: Endothelial cell has always been classified as a kind of epithelial cell, specifically a squamous cell but that is not true. First, endothelial cell can either be squamous or cuboidal (e.g. high-endothelial cell) and secondly, it has different embryological derivation (mesodermal) than a true epithelial cell (ectodermal and endodermal). The basis for present classification is the fact that it comprises the outermost layer or lining of anatomical structures (location-based) but a better structural basis for the differentia is the cytoskeleton of the cell. Endothelial cell has vimentin filaments while an epithelial cell has keratin filaments. [Onard].",http://purl.obolibrary.org/obo/CL_0002078,
endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,endotheliocyte,"From FMA: 9.07.2001: Endothelial cell has always been classified as a kind of epithelial cell, specifically a squamous cell but that is not true. First, endothelial cell can either be squamous or cuboidal (e.g. high-endothelial cell) and secondly, it has different embryological derivation (mesodermal) than a true epithelial cell (ectodermal and endodermal). The basis for present classification is the fact that it comprises the outermost layer or lining of anatomical structures (location-based) but a better structural basis for the differentia is the cytoskeleton of the cell. Endothelial cell has vimentin filaments while an epithelial cell has keratin filaments. [Onard].",http://purl.obolibrary.org/obo/CL_0000213,
fibroblast,http://purl.obolibrary.org/obo/CL_0000057,,"These cells may be vimentin-positive, fibronectin-positive, fsp1-positive, MMP-1-positive, collagen I-positive, collagen III-positive, and alpha-SMA-negative.",http://purl.obolibrary.org/obo/CL_0002320,
fibroblast,http://purl.obolibrary.org/obo/CL_0000057,,"These cells may be vimentin-positive, fibronectin-positive, fsp1-positive, MMP-1-positive, collagen I-positive, collagen III-positive, and alpha-SMA-negative.",,http://purl.obolibrary.org/obo/CL_0000134
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",http://purl.obolibrary.org/obo/CL_0000785,
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/PR_000001935
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/GO_0002344
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/GO_0042613
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/PR_000001289
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/GO_0002344
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/PR_000001935
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/GO_0042613
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,memory B-cell,"Memory B-cells are also reportedly CD5-negative, CD10-negative, CD21-positive, CD22-positive, CD23-negative, CD24-positive, CD25-positive, CD27-positive, CD34-negative, CD38-negative, CD40-positive, CD43-negative, CD44-positive, CD45-positive, CD53-positive, CD80-negative, CD81-negative, CD86-positive, and CD196/CCR6-positive.",,http://purl.obolibrary.org/obo/PR_000001289
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,naive B-lymphocyte,"This cell type is compatible with the HIPC Lyoplate markers for 'naive B cell'. Per DSD: Naive B cells are also reportedly CD10-negative, CD19-positive, CD20-positive, CD21-positive, CD22-positive, CD25-negative, CD27-negative, CD34-negative, CD40-positive, CD43-negative, CD45-positive, CD48-positive, CD53-positive, CD80-negative, CD81-positive, CD84-positive, CD86-negative, CD95-negative, CD138-negative, CD150-positive, CD184/CXCR4-positive, CD185/CXCR5-positive, CD196/CCR6-positive, CD200-positive, CD229-positive, CD243-positive, CD289-positive, CD290-positive, CD352-positive, MHCII/HLA-DR-positive, cadherin 9-positive, and sIgH-positive, Transcription factors: Pax5-positive, ETS1-positive, FOXO1A-positive, KLF4-positive, KLF9-positive, MiTF-positive, OBF1-positive, PLZF-positive, and SpiB-positive.",http://purl.obolibrary.org/obo/CL_0000785,
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,naive B-lymphocyte,"This cell type is compatible with the HIPC Lyoplate markers for 'naive B cell'. Per DSD: Naive B cells are also reportedly CD10-negative, CD19-positive, CD20-positive, CD21-positive, CD22-positive, CD25-negative, CD27-negative, CD34-negative, CD40-positive, CD43-negative, CD45-positive, CD48-positive, CD53-positive, CD80-negative, CD81-positive, CD84-positive, CD86-negative, CD95-negative, CD138-negative, CD150-positive, CD184/CXCR4-positive, CD185/CXCR5-positive, CD196/CCR6-positive, CD200-positive, CD229-positive, CD243-positive, CD289-positive, CD290-positive, CD352-positive, MHCII/HLA-DR-positive, cadherin 9-positive, and sIgH-positive, Transcription factors: Pax5-positive, ETS1-positive, FOXO1A-positive, KLF4-positive, KLF9-positive, MiTF-positive, OBF1-positive, PLZF-positive, and SpiB-positive.",,http://purl.obolibrary.org/obo/PR_000001289
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,naive B-lymphocyte,"This cell type is compatible with the HIPC Lyoplate markers for 'naive B cell'. Per DSD: Naive B cells are also reportedly CD10-negative, CD19-positive, CD20-positive, CD21-positive, CD22-positive, CD25-negative, CD27-negative, CD34-negative, CD40-positive, CD43-negative, CD45-positive, CD48-positive, CD53-positive, CD80-negative, CD81-positive, CD84-positive, CD86-negative, CD95-negative, CD138-negative, CD150-positive, CD184/CXCR4-positive, CD185/CXCR5-positive, CD196/CCR6-positive, CD200-positive, CD229-positive, CD243-positive, CD289-positive, CD290-positive, CD352-positive, MHCII/HLA-DR-positive, cadherin 9-positive, and sIgH-positive, Transcription factors: Pax5-positive, ETS1-positive, FOXO1A-positive, KLF4-positive, KLF9-positive, MiTF-positive, OBF1-positive, PLZF-positive, and SpiB-positive.",,http://purl.obolibrary.org/obo/GO_0071753
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,naive B-lymphocyte,"This cell type is compatible with the HIPC Lyoplate markers for 'naive B cell'. Per DSD: Naive B cells are also reportedly CD10-negative, CD19-positive, CD20-positive, CD21-positive, CD22-positive, CD25-negative, CD27-negative, CD34-negative, CD40-positive, CD43-negative, CD45-positive, CD48-positive, CD53-positive, CD80-negative, CD81-positive, CD84-positive, CD86-negative, CD95-negative, CD138-negative, CD150-positive, CD184/CXCR4-positive, CD185/CXCR5-positive, CD196/CCR6-positive, CD200-positive, CD229-positive, CD243-positive, CD289-positive, CD290-positive, CD352-positive, MHCII/HLA-DR-positive, cadherin 9-positive, and sIgH-positive, Transcription factors: Pax5-positive, ETS1-positive, FOXO1A-positive, KLF4-positive, KLF9-positive, MiTF-positive, OBF1-positive, PLZF-positive, and SpiB-positive.",,http://purl.obolibrary.org/obo/GO_0002344
